sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
463;Aurora ARSHAD;711111577;111-11-0466;AuroraARSHAD2155@hotmail.com;907-488-1885;house;1277;205 New Cut Road, Fairdale, KY, 40118;1;2;2;2;Y;Y;Y;N;N;167000;160555;5;NA;24-01-2001;01-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
464;Layla MYERS;711111578;111-11-0467;LaylaMYERS2155@hotmail.com;907-488-1886;house;1644;206 New Cut Road, Fairdale, KY, 40118;35;3;2;1;Y;Y;Y;Y;E;146500;142305;5;NA;24-01-2001;12-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
465;Kiara TOSH;711111579;111-11-0468;KiaraTOSH2155@gmail.com;907-488-1887;house;1634;207 New Cut Road, Fairdale, KY, 40118;48;3;2;3;Y;Y;Y;Y;W;250000;242554;5;NA;24-01-2001;13-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
466;Daisy JOHNSON;711111580;111-11-0469;DaisyJOHNSON2155@yahoo.com;907-488-1888;house;1710;208 New Cut Road, Fairdale, KY, 40118;47;3;3;2;Y;Y;Y;N;N;187000;182084;5;NA;24-01-2001;02-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
467;Jessica WILLIS;711111581;111-11-0470;JessicaWILLIS2155@gmail.com;907-488-1889;house;1502;209 New Cut Road, Fairdale, KY, 40118;40;1;3;2;Y;Y;Y;N;N;212000;211135;5;NA;24-01-2001;19-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
468;Sofia RUTHVEN;711111582;111-11-0471;SofiaRUTHVEN2155@gmail.com;907-488-1890;house;1969;210 New Cut Road, Fairdale, KY, 40118;51;3;3;2;Y;Y;Y;N;S;190000;186743;5;NA;24-01-2001;20-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
469;Athena BALDWIN;711111583;111-11-0472;AthenaBALDWIN2155@hotmail.com;907-488-1891;house;1072;211 New Cut Road, Fairdale, KY, 40118;59;2;2;2;Y;Y;Y;Y;S;148000;146460;5;NA;24-01-2001;19-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
470;Harriet LAWSON;711111584;111-11-0473;HarrietLAWSON2155@gmail.com;907-488-1892;house;1976;212 New Cut Road, Fairdale, KY, 40118;39;2;3;3;Y;Y;Y;Y;E;440000;437483;5;NA;25-01-2001;19-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
471;Luna EDMONDS;711111585;111-11-0474;LunaEDMONDS2155@hotmail.com;907-488-1893;house;1652;213 New Cut Road, Fairdale, KY, 40118;38;2;3;2;Y;Y;Y;N;W;251000;247939;5;NA;25-01-2001;05-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
472;Frankie RAHMAN;711111586;111-11-0475;FrankieRAHMAN2155@hotmail.com;907-488-1894;house;970;214 New Cut Road, Fairdale, KY, 40118;54;2;2;2;Y;Y;Y;N;N;132500;130911;5;NA;25-01-2001;17-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
473;Alexis NEVILLE;711111587;111-11-0476;AlexisNEVILLE2155@yahoo.com;907-488-1895;house;1493;215 New Cut Road, Fairdale, KY, 40118;50;3;3;2;Y;Y;Y;N;E;208900;208489;5;NA;25-01-2001;02-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
474;Madison BEGG;711111588;111-11-0477;MadisonBEGG2155@yahoo.com;907-488-1896;house;2643;216 New Cut Road, Fairdale, KY, 40118;19;3;3;3;Y;Y;Y;Y;W;380000;370268;5;NA;25-01-2001;23-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
475;Eden CRAIGIE;711111589;111-11-0478;EdenCRAIGIE2155@hotmail.com;907-488-1897;house;1718;217 New Cut Road, Fairdale, KY, 40118;7;3;3;3;Y;Y;Y;Y;N;297000;288557;5;NA;25-01-2001;29-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
476;Emily SCHOFIELD;711111590;111-11-0479;EmilySCHOFIELD2155@gmail.com;907-488-1898;house;1131;218 New Cut Road, Fairdale, KY, 40118;56;2;1;2;Y;Y;Y;N;N;89471;89297;5;NA;25-01-2001;14-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
477;Heidi MCCARTHY;711111591;111-11-0480;HeidiMCCARTHY2155@gmail.com;907-488-1899;house;1850;219 New Cut Road, Fairdale, KY, 40118;46;3;3;3;Y;Y;Y;N;S;326000;320562;5;NA;25-01-2001;27-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
478;Poppy MONTEITH;711111592;111-11-0481;PoppyMONTEITH2155@hotmail.com;907-488-1900;house;1792;220 New Cut Road, Fairdale, KY, 40118;7;2;3;3;Y;Y;Y;N;S;374000;368466;5;NA;25-01-2001;10-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
479;Mia MCHARDY;711111593;111-11-0482;MiaMCHARDY2155@hotmail.com;907-488-1901;house;1826;221 New Cut Road, Fairdale, KY, 40118;7;4;3;1;Y;Y;Y;Y;E;155000;145122;5;NA;25-01-2001;12-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
480;Mackenzie MCCRINDLE;711111594;111-11-0483;MackenzieMCCRINDLE2155@hotmail.com;907-488-1902;house;1216;222 New Cut Road, Fairdale, KY, 40118;11;2;3;2;Y;Y;Y;Y;W;164000;159008;5;NA;25-01-2001;26-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
481;Sofia ROBERTS;711111595;111-11-0484;SofiaROBERTS2155@hotmail.com;907-488-1903;house;999;223 New Cut Road, Fairdale, KY, 40118;17;3;2;1;Y;Y;Y;N;N;132500;129950;5;NA;25-01-2001;29-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
482;Lilly BLAKE;711111596;111-11-0485;LillyBLAKE2155@gmail.com;907-488-1904;house;1113;224 New Cut Road, Fairdale, KY, 40118;36;3;1;1;Y;Y;Y;N;E;147000;140658;5;NA;25-01-2001;08-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
483;Hazel AIRD;711111597;111-11-0486;HazelAIRD2155@hotmail.com;907-488-1905;house;1073;225 New Cut Road, Fairdale, KY, 40118;66;3;3;2;Y;Y;Y;N;W;156000;148073;5;NA;25-01-2001;24-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
484;Matilda WANG;711111598;111-11-0487;MatildaWANG2155@yahoo.com;907-488-1906;house;1484;226 New Cut Road, Fairdale, KY, 40118;63;3;2;2;Y;Y;Y;Y;N;175000;165728;5;NA;25-01-2001;08-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
485;Isabella MACALLISTER;711111599;111-11-0488;IsabellaMACALLISTER2155@yahoo.com;907-488-1907;house;2414;227 New Cut Road, Fairdale, KY, 40118;50;3;2;2;Y;N;Y;Y;N;160000;155890;5;NA;26-01-2001;01-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
486;Penelope MILES;711111600;111-11-0489;PenelopeMILES2155@hotmail.com;907-488-1908;house;630;228 New Cut Road, Fairdale, KY, 40118;17;1;2;1;Y;Y;Y;N;S;86000;84198;5;NA;26-01-2001;14-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
487;Billie MUIR;711111601;111-11-0490;BillieMUIR2155@hotmail.com;907-488-1909;house;1304;229 New Cut Road, Fairdale, KY, 40118;21;3;2;1;Y;Y;Y;N;S;115000;106639;5;NA;26-01-2001;16-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
488;Ellie DUFFIN;711111602;111-11-0491;EllieDUFFIN2155@yahoo.com;907-488-1910;house;1578;230 New Cut Road, Fairdale, KY, 40118;38;3;2;1;Y;Y;Y;N;E;133000;126163;5;NA;26-01-2001;13-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
489;Ivy MCNAMARA;711111603;111-11-0492;IvyMCNAMARA2155@hotmail.com;907-488-1911;house;1456;231 New Cut Road, Fairdale, KY, 40118;35;3;3;2;Y;Y;Y;Y;W;172785;162837;5;NA;26-01-2001;08-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
490;Freya GOODWIN;711111604;111-11-0493;FreyaGOODWIN2155@hotmail.com;907-488-1912;house;1269;232 New Cut Road, Fairdale, KY, 40118;10;3;2;1;Y;Y;Y;Y;N;155000;146119;5;NA;26-01-2001;30-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
491;Harper MCVEIGH;711111605;111-11-0494;HarperMCVEIGH2155@gmail.com;907-488-1913;house;886;233 New Cut Road, Fairdale, KY, 40118;42;2;1;1;Y;Y;Y;N;E;91300;86725;5;NA;26-01-2001;05-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
492;Addison BRAID;711111606;111-11-0495;AddisonBRAID2155@hotmail.com;907-488-1914;house;720;234 New Cut Road, Fairdale, KY, 40118;11;2;1;0;Y;N;Y;N;W;34900;26449;5;NA;26-01-2001;10-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
493;Paige COWAN;711111607;111-11-0496;PaigeCOWAN2155@yahoo.com;907-488-1915;house;3228;235 New Cut Road, Fairdale, KY, 40118;13;4;4;2;Y;Y;Y;N;N;430000;428611;5;NA;26-01-2001;29-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
494;Emily MCGUIGAN;711111608;111-11-0497;EmilyMCGUIGAN2155@yahoo.com;907-488-1916;house;1820;236 New Cut Road, Fairdale, KY, 40118;61;4;3;1;Y;Y;Y;Y;N;184000;176187;5;NA;26-01-2001;07-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
495;Evie ATKINS;711111609;111-11-0498;EvieATKINS2155@gmail.com;907-488-1917;house;899;237 New Cut Road, Fairdale, KY, 40118;57;3;1;1;Y;Y;Y;Y;S;130000;126535;5;NA;26-01-2001;08-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
496;Charlie MCMURDO;711111610;111-11-0499;CharlieMCMURDO2155@yahoo.com;907-488-1918;house;912;238 New Cut Road, Fairdale, KY, 40118;40;2;2;1;Y;Y;Y;N;S;120000;110855;5;NA;26-01-2001;23-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
497;Sophie HALLEY;711111611;111-11-0500;SophieHALLEY2155@yahoo.com;907-488-1919;house;1218;239 New Cut Road, Fairdale, KY, 40118;0;3;2;1;Y;Y;Y;N;E;113000;110650;5;NA;26-01-2001;22-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
498;Zoey SNEDDEN;711111612;111-11-0501;ZoeySNEDDEN2155@hotmail.com;907-488-1920;house;1768;240 New Cut Road, Fairdale, KY, 40118;56;3;3;2;Y;Y;Y;N;W;226700;225342;5;NA;26-01-2001;05-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
499;Ellie SOUTAR;711111613;111-11-0502;EllieSOUTAR2155@gmail.com;907-488-1921;house;1214;241 New Cut Road, Fairdale, KY, 40118;42;2;2;2;Y;Y;Y;Y;N;140000;131667;5;NA;26-01-2001;01-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
